Date,Author Name,Vertical,Headline,Description
"  Nov 13, 2020, 00:00 IST",Vinay Lokesh,Entertainment,"With big releases being held back, opening of single-screen theatres in the state remains uncertain","Karnataka’s single-screen theatres have been shut for the past seven months leading to loss of revenue of over `300 crore. When permissions were granted to resume cinema exhibition at the end of the lockdown, some single-screens opened their doors, only to shut them just as soon, owing to few footfalls. The majority, though, are caught in the deadlock between producers and service producers over reduction in virtual print fee, which has become a hindrance for the release of new films. The stakeholders were hoping that the issue would be resolved by October 15, which did not happen. Exhibitors reluctant to screen old films
The Karnataka Film Exhibitors Association decided not to open single-screen theatres as no new films are being released. They are reluctant to screen the current available lot, as most of the films have either aired on television or on OTT platforms.
“Producers are not willing to release new films, especially big-ticket movies. A few relatively smaller films have been released, but there is no continuity in the stream of flow of new films to keep theatres operational,” says the president of the Karnataka Film Chamber of Commerce, D R Jairaj. Screenings of re-released films like Gentleman, Tagaru, Shivaji Surathkal, Dia and Love Mocktail continue in multiplexes.

New films to release by end of 2020 or early 2021
The stakeholders are now banking on star films like Kotigobba 3, Roberrt, Yuvarathnaa, Pogaru and Salaga to bring people back to theatres. With release dates not fixed, these films are likely to hit screens only by the fag end of the year or early 2

Stakeholders want tax waivers

At a meeting held in a theatre in Mysuru, a group of theatre owners put forth various demands, including waiving off property tax in the current financial year and uniformity in collecting property taxes across Karnataka to overcome the financial loss. They are also seeking reduction in the license renewal fee.

President of Mysore Theatre Owners Association, MR Rajaram, says, “We are glad that permission has been given to open theatres, but issues like property taxes, which varies from one city to another, need to be addressed. We are seeking exemption from property taxes this year.”


Here’s why single-screen movie halls remain shut

Karnataka government allows cinema halls and multiplexes to open with 50% seating capacity on October 15, provided safety protocols are followed.
Multiplexes across Karnataka open for cine goers after a break of seven months. In Mysuru, ticket prices are reduced to `70 and `100 to attract film buffs. While a fraction of single-screen halls in Bengaluru also opened, lukewarm audience response, overhead costs and uncertainty about new releases led most to shut operations again.
The Karnataka Film Exhibitors Association decides not to open theatres as no new major films are being released. The ones being re-released in multiplexes have had theatrical runs, as well as TV or OTT platform outings.
On October 25, Duniya Vijay and his Salaga team watch Tagaru in a theatre to instill confidence among people to go back to cinema halls."
"  Nov 13, 2020, 00:00 IST",,Lifestyle,Gift your furry friends a pawsome Deepavali this year,"Mindfulness and inclusivity have become the mantra after the pandemic for every celebration. This also means ensuring our furry friends aren’t left behind. It is no surprise then that this Deepavali gives pet parents options aplenty when it comes to ensuring their children have a swell time along with them. Ganesh Ramani, country head, MARS Petcare, reveals, “The demand for pet products is now much more than what the normal used to be pre-COVID. I would attribute this to the fact that pet parents have spent a lot more time with their pets during the lockdown and work from home phases, which has led parents to indulge them with a lot of products. Additionally, a lot more people, especially those who live alone, have adopted pets over the last few months. This Diwali will obviously see more parents buying treats for them.”


Clothing options aplenty
Many designers, both veterans and young, have forayed into specialised pet outfits on order. “We love to upload special pictures on social media during times of celebration. Why leave our dogs behind. A coordinated outfit for the pets – even a scarf or a waistcoat – can make all the difference,” says actress Aindrita Ray.
A cool hamper for the pets
Ishmeet Singh Chandiok, founder of Harley’s Corner, says gift hampers curated specially for furry babies and their parents are in demand this Diwali. “The hamper consists of Chicken Paw-Cakes with activated charcoal to aid in your pet’s digestion, a salt free chicken broth with herbs and chicken and a packet of protein packed Munchies which aid in dental hygiene as well. These are some of the goodies you can gift your pooches so they go wagging their tails and enjoy the festivities as much as you do,” he says.

Gift them a holiday

Many pet parents look at heading out of the city to stay away from the noise and pollution during Diwali.

Of late, with a lot more resorts and holiday destinations becoming pet friendly, there are more reasons to take your pet along, on that short or long vacation.


Indulge them with treats such as cakes, doughnuts and ice cream, too

Many specialised services offer treats for dogs, which include cakes, ice cream, waffles, doughnuts and more. “Discerning pet parents, who treat their pets as their children, study what is good for them. Now, a lot of people are not just buying cakes and other desserts for their own pets, but also giving them out as gifts to friends who are pet parents. During festivals, the focus often shifts away from pets to family and friends. To ensure they do not feel left out, a few gifts for them are thoughtful,” says Ishmeet.


A spa day for your petActress Parul Yadav says that she loves to gift her ‘son’ Pluto treats. Treats could include things like a day out in the park or at the spa. “We love to pamper ourselves every now and then, so why not gift our babies a day out in the spa and make them feel special. This is an ideal gift,” she points out."
"  Nov 13, 2020, 00:00 IST",Sandra Marina Fernandes,Lifestyle,Light up your house this Deepavali with some time-tested simple tricks,"With the past few months just swooshing by us, preparations for Deepavali are now in full swing. As everyone gears up to celebrate the festival with their loved ones, decorating the home becomes top priority. Here are a few tips that you can use to deck up your home, just in time for the festivities: Rustic vibes into your contemporary homes’
Use clay pots and earthen lamps to add a rustic touch to your home. These, one can pick up right off the roadside shops or directly from potters. To complete the look at home, place flowers in jute baskets and make your space look pretty.
Flowers to the rescue

When in doubt, opt for flowers. Not only are they eco-friendly, but by buying flowers, you are also helping local vendors, for whom business has been challenging lately. Floral garlands never go out of fashion. You can hang them along the length of your doors and windows and watch your space brighten up instantly. One can opt to make a unique rangoli out of different flower petals.
Transform your space with tealights Place them in glass bowls or bottles in the corners or even the centre of your room, or spread them across a wall of your room or balcony — anything you do with tealights are bound to add a unique charm to your home.

DIY, this Deepavali

Want to explore your creativity and artistic skills? This is the right time. Here’s a little task. Scrape the inside of a coconut shell and smoothen it nicely. Place marigold petals/flowers or if you want to add a twist, coffee beans, inside it. Place a tealight and you have your own DIY lamp to display on your tables or next to the other decorations at home.

Too contemporary for a traditional touch? Try this’

Use clay pots and earthen lamps to add a rustic touch Use diyas, cutlery and tumblers in brass and copper and watch how your extremely contemporary setting or furniture gets itself a warm traditional touch. Use old ceramic pickle jars as flower vases for fusion décor.


(Inputs by Superna Roy, décor enthusiast and blogger)"
" Nov 13, 2020, 16:23 IST",Sruthi Raman,Lifestyle,"#SustainableFashion: This Deepavali, go vegan with your silk choice","Deepavali is that time of the year when you flaunt your traditional wardrobe in all its finery. What if you could turn over a sustainable new leaf this festive season by giving your wardrobe a vegan twist?
With veganism having found its way into the world of fashion, sustainable fashion is anything but a new phenomenon. But the alternative silk sari is seeing a massive boom this year, say conscious entrepreneurs. Meenu of Shubam Sarees, a Chennai-based vegan line, she co-founded with her husband Arvind, says that she has seen a record number of sales during these last couple of months, not just from her vegan clientele, but also from regular customers.

“The saris that we sell are made out of rayon and cotton, but are processed in a way that it gets the sheen of a silk sari. All our saris are handmade by the weavers of Tamil Nadu,” she notes. While the vegans are happy to wear a cruelty-free sari, the non-vegans are happy to flaunt a silk sari that is not heavy on their pocket, making it a win-win situation, Meenu explains, adding, “All these saris have the traditional Kanjeevaram motifs and designs, which makes it easier for customers to make the switch.”
Vegan silk has different types of variants. The Ahimsa silk is one of the most popular variants, wherein the fabric is made without killing silkworms. And a pioneer of this technique is Kusuma Rajaiah. The Hyderabad-based handloom technologist, who is credited with the invention of the Ahima Silk, adds that the popularity of vegan fashion and silk, in particular, has soared due to consciousness. Apart from curious customers, international fashion brands, too, are becoming extremely inclusive, he adds.

Eri silk is yet another eco-friendly variant, which is popular among vegan fashion designers worldwide. Avni Aggarwal of sustainable line Sundarii Handmade is overwhelmed with the response for her Ajrakh Eri silk collections and adds that customer awareness is the need of the hour. “There is a long road ahead to educate the masses about sustainable fashion and its long-term benefits. Shoppers who have a taste for subtle and classy handmade saris are well aware of the vegan silk,” Avni observes, adding that slow fashion saris are the way forward.

“You may end up not only buying a six-yard piece of fabric for yourself, but you will be helping a lot of people in the ecosystem, right from the weaver who has woven the sari and the artisan who has hand-block printed the fabric, to the dyers, washers, and environment at large,” she adds.

How is an Ahimsa Silk sari produced?


In the Ahimsa Silk model, the silk moths are allowed to pierce the cocoon and come out naturally. “We will extract the silk from pierced/broken cocoons by way of spinning. In this process, about 25 litres of water will be used for degumming to get 1kg of yarn. And this water will be reused after treatment (with the ETP Plant). This is purely made by following the Ahimsa path, so it is Ahimsa Silk,” explains Kusuma.


Vegan fashion


The global vegan women’s fashion market size was valued at USD 396.3 billion in 2019 and is expected to grow at a compound annual growth rate (CAGR) of 13.6% from 2020 to 2027.


Source: Grand View Research"
" Nov 14, 2020, 13:41 IST",Sunayana Suresh,Lifestyle,Deepavali gifting gets a healthy twist now,"This Deepavali, it is health that gains spotlight over the glitter and glitz associated with Dhanteras shopping, especially because of the pandemic. The COVID-19 scare has led to wellness and a healthy lifestyle taking precedence over the usual gifting. Here’re some wellness ideas to look at if you want to be a part of this thoughtful and growing trend.

Fitness trackers, gym equipmentFitness expert Wanitha Ashok calls this the expression of true love. “I think focusing on health is the ideal way of showing our love to the people we care about. With the pandemic still looming large over our heads, people are worried about stepping out. Everyone clocks in less than 2,000 steps daily, which is way below the required number for good health. Fitness trackers, especially those with oximeters, are good gifts during these times. They are trendy to flaunt too. Even vouchers to buy fitness equipment for one’s home, are great gifts,” she says.


Nuts, granola and superfoodDitching those sweet hampers and instead sending boxes of nuts, healthy seeds and superfoods with the right nutrients, is a great gifting idea for loved ones and employees. “Gift boxes of sweets are perishable and aren’t good for health. We can instead look at gifting nuts and superfoods, which have a longer shelf life and help in weight loss too,” points out Wanitha.
Healing crystals for the mind, body and soul

Crystals are already in vogue, what with celebrities like Megan Fox, Uma Thurman and Gisele Bundchen swearing by them. They also make for great gifting options, as they are known to help people deal with anything from workplace anxiety to the stress caused by the ongoing pandemic. “Crystals are quite a popular choice among metaphysical stones, as the calmness and courage, and energy associated with them, are in high demand. They address anxiety, depression, adaptability, focus, emotional well-being and determination,” says healer and wellness coach Kuhoo Gupta.
What would make for a must-have gift for adults who are working from home in the pandemic? “Never undermine the power of good books, they are the best quarantreats during the festive season amid the lockdown. Books make an ideal lockdown festive gift as they can provide the essential escape from the monotonous routines of quarantine, by transporting readers to far-off lands, where exciting adventures and endearing characters await. Also, sending a book sends the message that you care. Books are currently seen as a popular choice symbolising intimacy, connectedness and unfathomable value of time. In fact, many non-readers have discovered their love for reading during the pandemic,” says life purpose coach Payal Sagar.
Return to roots with ayurvedaVishal Kaushik, Founder and MD of Upakarma Ayurveda, says, “The concept of gifting in 2020 has transformed. Ayurveda has already been considered to be one of the greatest gifts for mankind, and it has evolved a lot since inception. People across all age groups are now turning towards Ayurveda products which come with a contemporary twist. During the pandemic, we have witnessed a dramatic surge in sales as people are waking up to the idea of self-care. As the trend is set to continue, we are seeing an increase in demand for curated gifts for physical as well as mental wellbeing.”

The sound of wellnessAn interesting gifting option for people during Deepavali, is a wellness playlist. From guided meditation playlists to sounds that soothe the mind and even audio books that motivate or de-stress – they can be good gifts for friends who are always on the run. For those who like their gym, zumba and yoga sessions, personalized playlists for their workout sessions can be a great gift in this time of social distancing and quirky gifting.Other interesting ‘wellness’ gifting options...l Electric back and body massage tools: If electric massagers are beyond your budget, opt for body massage wands or rolling pins that help increase blood supply and reduce pain and inflammation.

l Computer eye glasses with UV protection: Having to deal with prolonged hours on our smartphones and laptops during WFH, these make great gifts for those who are in such a space and situation.





(— With inputs from Shikha.Shah@timesgroup.com)"
"  Nov 13, 2020, 00:00 IST",Sunayana Suresh,Entertainment,Karthik Jayaram’s first film since the pandemic is the whodunit thriller Iravan,"Actor Karthik Jayaram has begun work on a new Kannada film called Iravan, which was launched earlier this week. ""I was prepping for a web series that I am committed to and was planning to do a film only after I was done with the show. But then this offer came my way, and it seemed quite interesting. It is not the usual, run-of-the-mill commerical flick, even though it is a whodunnit thriller. I just had to take it up,"" says Karthik.

Iravan is being helmed by debutant Ram Ranga, who has worked on many films as an associate. It also stars Adhvithi Shetty and Vivek. ""The film revolves around three main characters. Iravan is the name of Arjuna's son in Mahabharata. He was a pivotal character in the war, but not much is known about him. Another meaning of Iravan is the person who has defeated the sea. The film revolves around a series of murders and the question it raises is if one of these three characters behind the gruesome killings,"" explains Karthik, who has also been dubbing for the Kannada version of Siyaa Ke Ram (Seetheya Rama) once a week.


The pandemic, he adds, has changed the way audiences consume entertainment, especially with regard to streaming platforms, which could be a great turn. ""Everyone is exposed to a lot of interesting films and shows that have great writing. This will now push the bar when it comes to writing here as well, as everyone has greater expectations of the content they choose to watch. People will grow tired of the routine masala fare and need content that is on par with the global standards,"" he states."
"  Nov 13, 2020, 00:00 IST",Joyeeta Chakravorty,Entertainment,Dheekshith Shetty to play a doctor in his Telugu debut,"Dia actor Dheekshith Shetty is widening his horizons. The actor is set to make his Telugu film debut with the crime-thriller The Rose Villa, in which he is playing a doctor. Directed by Sai Hemanth Kumar the film revolves around a road trip gone wrong for a young couple who land up at a secluded villa and what happens next. Talking about the film, Dheekshith says, ""The film is a crime thriller that happens at a particular location, wherein a couple gets lost while on a road trip and then takes shelter at a villa. I play a doctor in this film. I cannot reveal more about the film at this stage."" The actor will be seen acting opposite Swetaa Varma in this film. Other cast includes Raja Raveendar and Archana Kumar.

The film, adds the actor, will be Telugu-Kannada bilingual, the story of which piqued his interest. ""The storyline is unusual and it is content-based, which is why I said yes to it. The fact that it is being made in Kannada also was a bonus,” he says.


The actor, whose film Dia is in theatres again, will also be seen in the upcoming movie, KTM, shooting for which has been completed."
"  Nov 13, 2020, 00:00 IST",Jaspreet Nijher,Entertainment,"Looking forward to family reunion this Diwali, it’s been a tough year: Ihana","Ihana Dhillon who has been shooting since the lockdown lifted in June, is catching her breath on Diwali. The actress, who was in Mumbai for a few days, is returning to home state Punjab today. “I am eagerly looking forward to spending time with my family this Diwali,” says Ihana. “That’s how Diwali has been for me always, about the family reunion, and it isn’t as if this is because of COVID,” she adds. “I was always against firecrackers and don’t let anyone around me burst them either. The best part is that Diwali is all about cheat meals! My Diwali will have simple things, some rituals like puja and lighting the diyas. This Diwali, more than ever, I am looking forward to family time since 2020 has been a tough year. So, I want to be around family members and express gratitude for being with loved ones.” Practicing meditation since long, Ihana says it helped lessen the impact of the pandemic on her mind “We have to understand that depression is a disease that requires medical attention. That said, practices like yoga and meditation which work on your mind, strengthen the person from within and can help mitigate effects of crisis. Many colleagues in entertainment industry realised its importance in the lockdown. I was counselling friends and relatives who were feeling low during the lockdown, and I can attribute my mental resilience to meditation.”

Ihana has started shooting for the Punjabi film, 'Bhoot Uncle Tussi Great Ho', which also stars Raj Babbar and Jaya Prada, where she is doing action stunts for the first time. “I had learnt martial arts some time ago, though I am not a professional. I brushed up my knowledge for two days before the shooting. This is the first time such a concept is happening in Punjab.” Ihana had a whole kitty of films ready for release this year. Since theatres were shuttered, most filmmakers have adopted the wait and watch strategy before considering OTT release. “Punjabi films will also release on OTT but not before January since people want to see which way the situation goes till then. In the lockdown people became very used to OTT. In fact, even 'Gol Gappe' makers are thinking of digital release,” says Ihana whose other Hindi films like 'Bhuj' and 'Radhe' are also contemplating their release mediums."
"  Nov 13, 2020, 00:00 IST",,Entertainment,"Exclusive: People are bound to make judgements without hearing the other side of the story, says Vijay Raaz","Bombay Times Exclusive
“I am all for an investigation by the authorities. However, to ostracise me, suspend and terminate my services from my forthcoming films even before any sort of investigation, is shocking. I have no words to express”

Last week, actor Vijay Raaz was accused of molestation by a female crew member of their upcoming film Sherni. The shoot of the film starring Vidya Balan had resumed a few days back in Balaghat (Madhya Pradesh) after the long break owing to the pandemic. The cast and crew of the film was staying at a hotel in Gondia, a few kilometres away from the shooting location. Vijay Raaz was arrested by the Gondia police late night on November 2 and was released on conditional bail by a local court the next afternoon. Right after the incident, the actor returned to Mumbai as he received an email dated Nov 3, 2020, from the film’s makers Abundantia Entertainment Pvt Ltd, stating his temporary suspension from the film due to the complaint received. The producers have even set up an Internal Complaints Committee (ICC) to probe the molestation allegations against Raaz.
So far, Raaz hasn’t commented on the matter, but when Bombay Times reached out to him, after much deliberation, he opened up on the allegations against him. He said, “Women’s safety is of prime concern. I have a 21-year-old daughter, so I understand the gravity of the situation. I am all for an investigation by the authorities. However, to ostracise me, suspend and terminate my services from my forthcoming films even before any sort of investigation, is shocking. I have no words to express. It’s a very dangerous place to be in. I have been working in the film industry for 23 years!


Bohot mehnat se maine apna career banaya hai. Tinka tinka jodke maine apna ghar banaya hai. Anybody can sabotage anyone’s career? Kisine bol diya aur aapne maan liya that I am a harasser? People are bound to make judgements without hearing the other side of the story. No matter what the outcome of this case, aap pe ek thappa lag jaata hai. I have been pronounced guilty even before the investigation. My right to earn a livelihood is badly affected. Am I not the victim here? My old father who lives in Delhi, also has to face the society and so does my young daughter.”

Bombay Times reached out to a unit member who was apparently present during the shoot at all times, but she refused to divulge details saying that the matter was sub judice. She briefly said, “We have said what we had to say. Everything has been told to the police. Law will take its course and people should get justice irrespective of their gender.”

According to sources, the complainant has reported in her FIR that she felt uncomfortable on various occasions between October 25 and 29. The source also added that Raaz putting his hand around her shoulder and touching her hair didn’t go down well with her and when he was informed of her discomfort, he immediately apologised.

Raaz added, “I have been working with the same crew for over a year. We play cricket on set. It’s how we are with each other. Yet, when I was told she felt uncomfortable, I apologised. This was in front of the entire crew. My apology meant I respect your feelings. But it didn’t mean that I acknowledged the claims made later at the police station. Saying sorry doesn’t always mean that you are wrong. It means you respect someone’s feelings more. I also have responsibilities and I need a job. Mere itney saalon ki mehnat can go down the drain if people jump to conclusions without verifying the claims. This should not be one-sided. Truth prevails but the damage is done.”


Lawyer speaks


Vijay Raaz’s lawyer Advocate Saveena Bedi Sachar told Bombay Times, “It has become essential to clarify Mr. Vijay Raaz’s stand on the allegations levied on him, as being an actor and a public figure he has suffered in an unprecedented manner with implications and consequences which is irreversible and all this for an alleged offense which he strongly believes he has not committed.


Mr. Vijay Raaz has not been accused of any non-bailable offence and his right to claim bail was absolute and in such cases even the Hon’ble Court ensures bail, as was rightly granted to our client. He is also surprised that a courteous apology which he may have given in the heat of the moment without batting an eyelid or giving it a second thought, as he never had any malice or bad intentions towards the complainant, could be used against him. The Hon’ble Court has the right to decide, but unfortunately, in these times, employers often fear outrage on social media and act impulsively, by terminating contracts, and while social media outrage has its place in society, our client has no such antecedents against him.



It is sad that some big companies fail to understand the importance of having a balanced enquiry and impose sanctions on the accused under the pretext of 'zero tolerance' even before the investigation starts. POSH should not be used as a cover to deny men their right to justice. Indian law recognizes ‘presumption of innocence’ and as a presumably innocent person my client is entitled to earn his livelihood and that cannot be taken away from him on the basis of a pending investigation. Mr Vijay Raaz maintains that he never had any wrong intentions towards anyone on the set or anyone associated with the film. The matter is pending investigation and Mr. Raaz will provide applicable proofs in the Hon'ble Court and that he fully trusts and believes that the judicial system of our country will ensure justice for him.”"
"  Nov 13, 2020, 00:00 IST",,,-,
"  Nov 13, 2020, 00:11 IST",Debarati S Sen,Lifestyle,Rock your Diwali parties with the timeless Kaftan,"With most activities in the ‘new normal’ being homebound, festival gatherings too have taken on a new mantle. While Diwali parties might not be just what it used to, staying stylish and fashionable even if you are just attending a home party is still a priority for most! Kaftans are a new favourite for the festive wardrobe this year.

Designer Aniket Satam says, “One can opt for funky ethnic placement printed ones to embroidered elaborate ones. Kaftans are mithai-friendly too, and happily conceal the extra festive as well as your lockdown body.” Kaftans can also be beautiful traditional outfits with embroidery and embellishments.


Designer Pria Kataria Puri says, “The kaftan will remain the preferred choice for stylish women. Kimono sleeves, kaftan style blouses look great.”

Designer Saaksha Bhat adds, “Many women are shifting towards wearing kaftans more than ever. These timeless garments are comfortable, stylish and work well for any figure.” Take some style tips from these Bollywood actresses who are rocking the kaftan…"
"  Nov 13, 2020, 00:11 IST",Debarati S Sen,Lifestyle,Thought of white this festive season?,"Channel your inner calm-cool in crisp festive whites
Dhanteras and Diwali need not be just about raging reds and gorgeous golds. Go beyond the tried and tested and show off the pristine white look this season.

“Ivory, milky or marble whites are must-have timeless classics this festive season. From Kerala Mundu cottons or silks to Lucknowi chikankari, channel the inner calm-cool in crisp festive whites. Off-set these celebratory whites with authentic heirloom jewels such as saat-lada crafted out of basra pearls or kundan choker. Jasmine or roses are perfect to punctuate the look,” shares designer Aniket Satam.


Take a cue from these Bollywood celebrities and check out how whites can look so festive.

Karisma Kapoor rocks traditional chic complete with white flowers in her nape bun, a heavy kundan choker and white-gold potli to match

Wear white and win all points for glamour a la Alia Bhatt. In her white noodle strap ensemble, with a heavily embroidered dupatta, Alia ensures her pretty jhumkas complete her festive look

Dia Mirza is elegance personified in this pristine white sari worn a blue sleeves blouse and matching earrings and statement ring


Katrina Kaif ushers in festive fervour with her white floral contemporary lehenga. She has dressed it up to perfection with extra-large chaand balis

Shilpa Shetty shows off a vintage vibe with her statement blouse



Raveen Tandon's semi traditional bandhgala jacket paired with the right jewellery scores the perfect points

Tabu in her white ensembles and minimal statement jewellery spells glamour. Diwali parties will never be the same again!


Radhika Madan sports the desi look with bare minimal accessories"
"  Nov 13, 2020, 00:11 IST",,,-,
"  Nov 13, 2020, 00:11 IST",,Entertainment,"Exclusive: Diwali signifies celebration, which is a part of our Indian culture, says Madhuri Dixit Nene","The diva of Bollywood loves the festival of lights and you can tell that from the way she talks about it. The woman with the million-dollar smile, Madhuri Dixit Nene is all excited as she goes down the memory lane and shares fond memories of the festival with us.


Back to filming her upcoming project, Madhuri spoke to Bombay Times amidst her shoot. She said, “My kids have grown up now. They are environment conscious, so they don’t burst crackers, but when we moved back here from the US, for the first two years, the kids were enthusiastic about firecrackers. Now we celebrate Diwali in other ways. We light diyas and I love doing Laxmi puja. That is one thing we never miss out on.”


The scrumptious Diwali delicacies is another favourite. Madhuri revealed, “I love the Diwali faraal and shankarpali is my favourite! They are delicious... sweet and salty, which is why I like them the most. When we were growing up, my mom used to make everything at home — the typical Maharashtrian Diwali cuisine (faraal) — chatpata chaklis, karanji, kaju katli, besan and ravyache laadu, shankarpali and motichur laadus. We were her helpers. I used to enjoy making chakklis with the saacha and then frying them. It was an opportunity for moms to teach kids how to make stuff, how to welcome people at home, be good hosts and good guests when you visit other homes. It’s a part of our social behaviour.”
The actress stresses on how this festival reminds us of our Indian tradition and culture. She elaborated, “Diwali signifies celebration; it's a time when families come together, which is a part of our Indian culture. It’s also an occasion to wear festive clothes and mingle with friends, which is not possible this year, so we will catch up with each other on video conferences. This year as we are celebrating Diwali and Children’s Day together, and we at Dance with Madhuri have decided to celebrate and spread the joy of dancing with some underprivileged children in Mumbai. We will be hosting a dance workshop for over 70 kids at St. Catherine’s Home.”"
"  Nov 13, 2020, 00:29 IST",Sunayana Suresh,Entertainment,Yash and Radhika Pandit to spend Deepavali at Bengaluru home,"For Yash and Radhika Pandit, 2020 has been a year of greater family bonding. The couple got to spend ample time together with their two kids and this Deepavali will also be all about being with the family. “Luckily for us, Yash will resume shooting only after the festival, so there will be a lot of celebration at home for us. The plan is to decorate the house with lights and enjoy a meal together as a family with all our favourite treats,” reveals Radhika about their festival plans. The family has also just returned from Goa, where they celebrated their son Yatharv’s first birthday. The video shared by the couple has gone viral. “We had booked an entire entertainment park in Bengaluru and had a carnival theme for Ayra’s first birthday. So, we wanted to do something big for Yatharv’s first birthday too, as it is a special occasion. The pandemic, though, did not allow us to go ahead with the grand plans that we originally had,” says Radhika.

The celebrations on the yacht, though, seem picture perfect. Who came up with the blue and white yacht party idea? “We were brainstorming and I suggested that we should have a pirate theme party. Yash was on board but said that we had to do it by the sea. Eventually, the pirate theme did not work out, but it was in Goa, which is very special to both of us. To be in sync with the sea, we chose the tropical colours of blue and white. We had our closest family and friends in attendance. Of course, we ensured everything was done with precautions, right from us driving to Goa to ensuring the yacht was sanitised,” says Radhika.

Ayra, adds Radhika, enjoyed the party most. “She is a water baby just like me. She loves the beach and the pool. She made the most of this trip outside town,” she says."
"  Nov 13, 2020, 00:29 IST",,Entertainment,Ekta Kapoor’s Diwali bash: Karishma Tanna and Mouni Roy make a stylish appearance,"Filmmaker and television producer Ekta Kapoor has flagged off the festival of lights with pomp, splendor and glam, as hosted a star-studded Diwali party for her industry friends and colleagues. Bollywood stars like Mouni Roy and Karishma Tanna were seen at the grand event.

Mouni looked pretty in an all white ensemble consisting of a heavily embroidered blouse with a free flowing lehenga with gold buttis. She accessorised her attire with stone studded jewellery, and chose to flaunt her beautiful hair. Subtle makeup and kohl-rimmed eyes tied her whole look together. See photos :



On the other hand, Karishma looked like a vision to behold in a purplish-pink ensemble consisting of a full sleeved blouse and a free flowing lehenga which glistened as the shutterbugs captured her. See photos :"
"  Nov 13, 2020, 00:29 IST",,Entertainment,Exclusive: Festivals are always about bonding with family: Sonam Kapoor Ahuja,"While scrumptious food, beautiful outfits, gorgeous lights and jewellery are a given, what’s most precious to Sonam Kapoor Ahuja is the coming together of families on Diwali. This reuniting of loved ones holds a special place in her heart.


Sonam says, “For me, Diwali and festivals at large have always been about bonding with my family and close set of friends. There’s something so beautiful about these celebrations when you spend it with people who matter to you. It’s important to keep spreading the love.” Speaking of spreading the love, the year hasn’t been kind on people. The pandemic has left us shaken and what better than the festival of lights to give us hope. Sonam explains, “The festive period always brings in cheer and good luck, so let’s hope for things to get better now. For me, spending time with my husband and family has helped me stay positive and happy.”


The actress is known for her unique style and giving traditional jewellery and outfits a contemporary twist. Who can forget how she turned heads by sporting the traditional gold jhumkas, nose ring, and kundan and pearl choker necklace on the Cannes red carpet? Talking about it and sharing tips on how one can style gold jewellery in various ways, she says, “I love our Indian jewellery and I think it is so rich in culture. It is beautiful, traditional, and yet, so modern. It’s always fun to experiment with a gold piece especially with western looks, that’s something I personally love doing. One can pair a gold necklace with a classic LBD, it really never goes out of style. Otherwise, a white shirt and blue denims layered with nice jewellery looks really chic. It looks great with a pant suit and a nice Indo-western outfit as well.”"
"  Nov 13, 2020, 00:52 IST",Sandra Marina Fernandes,Lifestyle,"Festive fashion inspiration for would-be-mommies, from flowy gowns to floral prints","In the past, actresses like Kim Kardashian, Kareena Kapoor Khan and Neha Dhupia have set some major fashion goals for would-be-mommies across the world. Their maternity wardrobe was nothing short of glam. Whether it was a casual day out or dressing up for an occasion, these actresses had us envious with their maternity looks. With the festive season upon us, here’s a look at some would-be-mommies who are setting fashion goals and their wardrobe is yet again an inspiration for all moms-to-be this festive season...

Kareen Kapoor Khan

During her first pregnancy, Kareena slayed in every outfit. All eyes are on the fashion diva yet again as she is expecting her second child. The actress, who has been working through her second pregnancy, was recently seen in a pink floor length dress (above), which got a
thumbs-up from everyone.

Anita Hassanandani
The television star surprised everyone with news of her pregnancy recently. And her sense of fashion during her pregnancy, with flowy dresses, has made quite an impression since. Take a leaf out of her fashion album with her satin top and pants that work wonders for the festive season.


Katy Perry
New mom Katy Perry was seen making appearances on talk shows and red-carpet events in long flowy gowns, in floral prints (below) or solid colours like silver (right) through her pregnancy. Add these bursts of colour to your outfits and make a statement.


Emma Roberts

The actress made her pregnancy announcement in a chic, white full-length gown. However, flowy dresses and gowns seem to be Emma’s choice of go-to maternity wear. The actress has been seen on talk shows wearing floral printed or solid coloured gowns, sans jewellery.



Anushka Sharma

Anushka made her pregnancy announcement flaunting her baby bump in a black polka dot dress. Post that, she’s been seen making appearances at husband Virat Kohli’s matches, and has since, set the fashion registers for would-be-moms soaring. Take inspiration from her floral print dresses or solid colour dresses, which she usually pairs with large hoop earrings, for this festive season."
